true_roi,pred_roi,iou,fid,is,dice
dataset/tasks/map_84/task_99_roi.png,results/roi_0.png,0.6666666865348816,74.4620132446289,1.0192179675102233,0.800000011920929
dataset/tasks/map_11/task_18_roi.png,results/roi_1.png,0.8427128195762634,62.35856628417969,1.0192179675102233,0.9146437048912048
dataset/tasks/map_13/task_61_roi.png,results/roi_2.png,0.8577777743339539,52.176361083984375,1.0192179675102233,0.9234449863433838
dataset/tasks/map_6/task_20_roi.png,results/roi_3.png,0.751971960067749,97.68260192871094,1.0192179675102233,0.8584291934967041
dataset/tasks/map_43/task_92_roi.png,results/roi_4.png,0.6277624368667603,100.34532928466795,1.0192179675102233,0.7713194489479065
dataset/tasks/map_41/task_73_roi.png,results/roi_5.png,0.7769461274147034,82.64718627929688,1.0192179675102233,0.8744734525680542
dataset/tasks/map_28/task_59_roi.png,results/roi_6.png,0.6499999761581421,137.43881225585938,1.0192179675102233,0.7878788113594055
dataset/tasks/map_74/task_2_roi.png,results/roi_7.png,0.7815126180648804,94.52864837646484,1.0192179675102233,0.8773584961891174
dataset/tasks/map_82/task_8_roi.png,results/roi_8.png,0.7680339217185974,39.74138641357422,1.0192179675102233,0.8687999844551086
dataset/tasks/map_56/task_36_roi.png,results/roi_9.png,0.8112000226974487,58.63191223144531,1.0192179675102233,0.8957597017288208
dataset/tasks/map_77/task_98_roi.png,results/roi_10.png,0.4629324674606323,66.64070129394531,1.0192179675102233,0.6328828930854797
dataset/tasks/map_21/task_81_roi.png,results/roi_11.png,0.6460732817649841,140.8031463623047,1.0192179675102233,0.7849872708320618
dataset/tasks/map_88/task_37_roi.png,results/roi_12.png,0.7043010592460632,58.42462158203125,1.0192179675102233,0.8264984488487244
dataset/tasks/map_57/task_11_roi.png,results/roi_13.png,0.8330780863761902,63.13800048828125,1.0192179675102233,0.908939003944397
dataset/tasks/map_27/task_9_roi.png,results/roi_14.png,0.8544396162033081,160.3124542236328,1.0192179675102233,0.9215070605278015
dataset/tasks/map_64/task_3_roi.png,results/roi_15.png,0.7332317233085632,54.112918853759766,1.0192179675102233,0.8460862040519714
dataset/tasks/map_57/task_60_roi.png,results/roi_16.png,0.7454545497894287,56.96434783935547,1.0192179675102233,0.8541666865348816
dataset/tasks/map_3/task_92_roi.png,results/roi_17.png,0.5691946744918823,76.65215301513672,1.0192179675102233,0.7254608869552612
dataset/tasks/map_48/task_51_roi.png,results/roi_18.png,0.7098591327667236,42.16984176635742,1.0192179675102233,0.8303130269050598
dataset/tasks/map_76/task_25_roi.png,results/roi_19.png,0.6322147846221924,113.71659088134766,1.0192179675102233,0.7746710777282715
dataset/tasks/map_56/task_29_roi.png,results/roi_20.png,0.7832258343696594,56.98408889770508,1.0192179675102233,0.8784370422363281
dataset/tasks/map_35/task_32_roi.png,results/roi_21.png,0.7894737124443054,73.2057876586914,1.0192179675102233,0.8823529481887817
dataset/tasks/map_50/task_86_roi.png,results/roi_22.png,0.7797203063964844,55.78348159790039,1.0192179675102233,0.8762279152870178
dataset/tasks/map_55/task_23_roi.png,results/roi_23.png,0.595802903175354,161.48175048828125,1.0192179675102233,0.7467123866081238
dataset/tasks/map_56/task_12_roi.png,results/roi_24.png,0.827531635761261,41.29906845092773,1.0192179675102233,0.9056277275085449
dataset/tasks/map_36/task_77_roi.png,results/roi_25.png,0.8485958576202393,41.55024337768555,1.0192179675102233,0.918097734451294
dataset/tasks/map_95/task_48_roi.png,results/roi_26.png,0.8123249411582947,78.26136779785156,1.0192179675102233,0.8964451551437378
